,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_epsilon,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,134.7898093700409,17.711036473793506,4.754499912261963,0.8014993485455796,0.001,linear,"{'epsilon': 0.001, 'kernel': 'linear'}",-0.006959668635630175,-0.0064895993719111976,-0.006641713083480448,-0.005901741346019078,-0.006426492181585109,-0.0064838429237252014,0.0003445279630273041,2,-0.005591074426687442,-0.005664800527493573,-0.005608954499869516,-0.005823340932345853,-0.005698903228623423,-0.005677414723003962,8.253094122166301e-05
1,31.339314126968382,1.2167260424973285,4.252985095977783,0.3489011743551949,0.001,poly,"{'epsilon': 0.001, 'kernel': 'poly'}",-0.028758228825037927,-0.026085369593475766,-0.034424276059360874,-0.03746228647355711,-0.028695652613054023,-0.03108516271289714,0.004193797717392657,7,-0.0031776974398609204,-0.003361243615650517,-0.00313222643256042,-0.0033048109224719084,-0.003152926128053919,-0.003225780907719537,9.051869099306315e-05
2,36.14654650688171,1.2889957408412551,6.013962936401367,0.36639922360011384,0.001,rbf,"{'epsilon': 0.001, 'kernel': 'rbf'}",-0.00799064456357321,-0.007427809888629393,-0.00716619770873032,-0.007053102942494891,-0.007158254692266046,-0.007359201959138773,0.000339043909667652,4,-0.00010366357065751702,-0.00011609317711167887,-0.00011222741760491009,-0.00010585813284955277,-0.00013134697511846746,-0.00011383785466842524,9.812658164166173e-06
3,92.99175243377685,10.175572054960636,3.7671019554138185,0.17599641688847442,0.01,linear,"{'epsilon': 0.01, 'kernel': 'linear'}",-0.006911475557374801,-0.006463886597785571,-0.006603475287493176,-0.0058597106663769065,-0.006340797478306297,-0.00643586911746735,0.0003452753887699662,1,-0.005536455285848573,-0.005618092795150601,-0.005555067767902318,-0.005757359233897694,-0.005654201361807196,-0.005624235288921276,7.892674500239216e-05
4,20.12828736305237,1.1705755958156543,4.084227609634399,0.21180243913102692,0.01,poly,"{'epsilon': 0.01, 'kernel': 'poly'}",-0.028894621040776045,-0.026129317962269392,-0.0345703466179374,-0.0372868761648815,-0.02854724870165211,-0.031085682097503287,0.004157105550302304,8,-0.003282340716275466,-0.0034684760033194518,-0.0032406993873151657,-0.0034072269199109796,-0.0032619537649737863,-0.00333213935835897,8.943490731877608e-05
5,24.88857216835022,2.050445723959914,6.228875207901001,2.230878206749586,0.01,rbf,"{'epsilon': 0.01, 'kernel': 'rbf'}",-0.00804520548435718,-0.007476679603805033,-0.007245005864549143,-0.007125209096129815,-0.00720704641971535,-0.007419829293711304,0.00033375685199182116,5,-0.00018776277129626173,-0.00019745740126258114,-0.00019531274130503347,-0.0001894675708203263,-0.00021195333150876504,-0.00019639076323859356,8.5658183186955e-06
6,20.8591507434845,1.0993551274556597,0.7510396480560303,0.03411567627499486,0.1,linear,"{'epsilon': 0.1, 'kernel': 'linear'}",-0.006992742037522357,-0.006770066483095759,-0.00687911623962573,-0.006365496793879571,-0.006703831077560436,-0.006742250526336771,0.00021244828879765605,3,-0.005687070883396055,-0.0057425907296711305,-0.005708627130721171,-0.005888968412053142,-0.005759289175924374,-0.005757309266353174,7.050966852927318e-05
7,9.394350624084472,0.14676245599972304,2.0879703998565673,0.0364427253815076,0.1,poly,"{'epsilon': 0.1, 'kernel': 'poly'}",-0.03258942890987862,-0.029014225187287846,-0.03695878389487803,-0.036389047883731956,-0.028906294910300553,-0.0327715561572154,0.0034557220194097772,9,-0.009525774553619849,-0.009670815504573545,-0.009407119694448397,-0.009624055078823879,-0.009475967145364783,-0.009540746395366092,9.605718336870399e-05
8,5.2578291416168215,0.14448681255844847,1.613976812362671,0.06547840434019175,0.1,rbf,"{'epsilon': 0.1, 'kernel': 'rbf'}",-0.010471043979839886,-0.00967616430513571,-0.009635682120283531,-0.00965778578657504,-0.00937837467907071,-0.009763810174180976,0.0003698864539507066,6,-0.004733913956959306,-0.004742688298848695,-0.004800411026526154,-0.004835855226463182,-0.0048119381746561775,-0.004784961336690702,3.987348849707945e-05
9,0.09710745811462403,0.007584482114458541,0.006793785095214844,0.0004313056121865474,1,linear,"{'epsilon': 1, 'kernel': 'linear'}",-0.29130935326799173,-0.2845275174145649,-0.28944031326094044,-0.2893268615804468,-0.28371877603937523,-0.2876645643126638,0.0029870156143267297,12,-0.28965700095905345,-0.29140246366860456,-0.282977347102555,-0.29018521001223807,-0.2840505993330011,-0.28765452421509047,0.003444578179080079
10,0.20336370468139647,0.005687009455916682,0.021221923828125,0.005501111260891465,1,poly,"{'epsilon': 1, 'kernel': 'poly'}",-0.29332498551914693,-0.2685665341123962,-0.2673958793470771,-0.26309084609388705,-0.2657482979944853,-0.2716253086133985,0.011004512306253593,11,-0.28686234736975075,-0.2740118228094014,-0.2659649396148187,-0.26411727747958913,-0.26165455816645705,-0.27052218908800346,0.009160836313517247
11,0.16259689331054689,0.007315657720929184,0.03215603828430176,0.006570109461912112,1,rbf,"{'epsilon': 1, 'kernel': 'rbf'}",-0.260926065264419,-0.25116934304733757,-0.26118046770821535,-0.2558755105860786,-0.24853987930182847,-0.2555382531815758,0.005080186199015249,10,-0.2573247715687505,-0.2578287623930233,-0.25276692516727123,-0.2561639096955668,-0.24973052994289102,-0.2547629797535006,0.0030735708941740576
